time,bid,ofr,bidsize,ofrsize,bid_offer_diff
2010-01-04 04:00:00,56.96444444444447,45.01666666666667,5.0,3.888888888888889,-11.947777777777777
2010-01-04 04:10:00,56.66833333333336,55.7513333333333,14.0,3.6333333333333333,-0.9169999999999995
2010-01-04 04:20:00,56.47034482758621,57.55999999999996,20.517241379310345,3.0,1.089655172413796
2010-01-04 04:30:00,56.52260416666667,57.560000000000066,19.0625,3.0,1.0373958333333357
2010-01-04 04:40:00,56.52428571428572,57.55999999999996,19.464285714285715,3.0,1.035714285714288
2010-01-04 04:50:00,56.571041666666645,57.55999999999995,18.125,3.0,0.9889583333333353
2010-01-04 05:00:00,56.49088888888888,57.55999999999995,20.0,3.0,1.0691111111111136
2010-01-04 05:10:00,56.554054054054056,57.55999999999996,18.37837837837838,3.0,1.0059459459459483
2010-01-04 05:20:00,56.4248275862069,57.55999999999996,22.06896551724138,3.0,1.1351724137931056
2010-01-04 05:30:00,56.65,57.56,15.25,2.5,0.9100000000000019
2010-01-04 05:40:00,,,,,
2010-01-04 05:50:00,,,,,
2010-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0
2010-01-04 06:10:00,,,,,
2010-01-04 06:20:00,57.09,57.56,2.0,1.0,0.46999999999999886
2010-01-04 06:30:00,,,,,
2010-01-04 06:40:00,,,,,
2010-01-04 06:50:00,,,,,
2010-01-04 07:00:00,56.727777777777774,45.641111111111115,2.0,0.7777777777777778,-11.086666666666666
2010-01-04 07:10:00,57.165,57.56,1.0,1.0,0.3950000000000031
2010-01-04 07:20:00,,,,,
2010-01-04 07:30:00,,,,,
2010-01-04 07:40:00,57.105,57.866666666666674,3.8333333333333335,1.0,0.7616666666666667
2010-01-04 07:50:00,57.15875,57.9775,1.1875,2.5,0.8187500000000014
2010-01-04 08:00:00,57.17250000000001,57.75954545454547,2.227272727272727,2.840909090909091,0.5870454545454542
2010-01-04 08:10:00,57.14941176470584,55.80455882352942,3.3676470588235294,1.3823529411764706,-1.3448529411764705
